%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
77511000000,0,72963000000,map,1.00150933553,0.0046753990705,0.0,0.0,0.0,0.00854253037708,0.999963511922,0.207460432306,0.00396151884485,0.0,0.0,0.0,0.0,0.00396151884485,0.246127923549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0749944567035
77864000000,1,77850000000,map,1.19920896489,0.0392786919893,0.0,0.0,0.0,0.108534408838,0.994092692911,2.35557017867,0.626994164595,0.0,0.0,0.0,0.0,0.626994164595,0.602637628232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0835717194934
78419000000,2,78411000000,map,1.47030334281,0.116612358502,0.0,0.0,0.0,0.17764758772,0.984094169568,2.40609976471,0.474466936382,0.0,0.0,0.0,0.0,0.474466936382,0.452603926908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077200393454
78865000000,3,78831000000,map,1.76899858318,0.217808138076,0.0,0.0,0.0,0.212081333727,0.977252018614,1.56324498892,0.145991233313,0.0,0.0,0.0,0.0,0.145991233313,0.295551987429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0778439753576
79287000000,4,79284000000,map,2.02427712298,0.299182842058,0.0,0.0,0.0,0.221982031187,0.97505075654,1.69065642955,0.0295059094268,0.0,0.0,0.0,0.0,0.0295059094268,0.295042396062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760454586606
80257000000,5,80236000000,map,2.26608847434,0.437418819326,0.0,0.0,0.0,0.159422453814,0.987210454371,1.2186590767,0.0346662418217,0.0,0.0,0.0,0.0,0.0346662418217,0.314451934563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0713910564332
80853000000,6,80843000000,map,2.52566512491,0.51693709236,0.0,0.0,0.0,0.114046010395,0.993475469004,1.38502557047,0.12183374,0.0,0.0,0.0,0.0,0.12183374,0.379594841243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0702268973716
81209000000,7,81193000000,map,2.78968532176,0.585014750697,0.0,0.0,0.0,0.116718435367,0.993165045119,2.30607401726,0.201174977883,0.0,0.0,0.0,0.0,0.201174977883,0.434490817029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649100145243
81527000000,8,81522000000,map,3.0750032752,0.681170581727,0.0,0.0,0.0,0.142193261132,0.989838914414,2.76544336041,-0.160293753839,0.0,0.0,0.0,0.0,-0.160293753839,0.453297694822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687567186656
81926000000,9,81904000000,map,3.32447534068,0.77635152469,0.0,0.0,0.0,0.198636593222,0.980073213507,2.33898997025,-0.174381044766,0.0,0.0,0.0,0.0,-0.174381044766,0.488981754126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0660807696601
