%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
3146079000000,0,3133751000000,map,0.994992312208,0.00304629605982,0.0,0.0,0.0,0.00783284794772,0.999969322776,0.211335117128,0.00847861562944,0.0,0.0,0.0,0.0,0.00847861562944,0.24517083102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0717204789686
3148654000000,1,3148622000000,map,1.24136613693,0.00708181721911,0.0,0.0,0.0,0.0313365812924,0.999508888741,0.207910154228,0.0172055535895,0.0,0.0,0.0,0.0,0.0172055535895,0.250567716864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691086404636
3149097000000,2,3149072000000,map,1.49704045914,0.0282564389421,0.0,0.0,0.0,0.04119923127,0.999150951229,0.187156776425,0.0260329831408,0.0,0.0,0.0,0.0,0.0260329831408,0.239594813297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0648832465052
3149519000000,3,3149505000000,map,1.81943145117,0.0358283621972,0.0,0.0,0.0,0.0431147944228,0.999070124917,0.169986445308,0.0221791809356,0.0,0.0,0.0,0.0,0.0221791809356,0.262542852815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0623038343513
3149926000000,4,3149903000000,map,2.06176459294,0.0713004967979,0.0,0.0,0.0,0.029146490186,0.999575150806,0.151490524088,0.0185790198091,0.0,0.0,0.0,0.0,0.0185790198091,0.280546836335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584947821667
3150294000000,5,3150242000000,map,2.34195886784,0.0489356444535,0.0,0.0,0.0,-0.00732670298087,0.999973159352,0.137520997073,0.0184866436396,0.0,0.0,0.0,0.0,0.0184866436396,0.28749294493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0524187961614
3150630000000,6,3150596000000,map,2.61108668527,0.04504128517,0.0,0.0,0.0,-0.0420364599484,0.999116077358,0.136077336105,0.0264293647902,0.0,0.0,0.0,0.0,0.0264293647902,0.304342119123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484106113368
3151055000000,7,3151013000000,map,2.86585191396,0.037220395291,0.0,0.0,0.0,-0.0664890167718,0.997787156987,0.125912764684,0.016288540824,0.0,0.0,0.0,0.0,0.016288540824,0.324539194824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0499100572242
3151410000000,8,3151381000000,map,3.1323283321,0.00692875140117,0.0,0.0,0.0,-0.0900349323213,0.995938608029,0.121424008981,0.0222731772852,0.0,0.0,0.0,0.0,0.0222731772852,0.330594589734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473618183067
3151720000000,9,3151680000000,map,3.39017708656,-0.0477724571575,0.0,0.0,0.0,-0.0970311056476,0.995281349437,0.104973181534,0.0322329596352,0.0,0.0,0.0,0.0,0.0322329596352,0.325578354593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422334455774
